"f" "voor" "ref" "hyp"
"3611" "aceabc_result.TextGrid" 126 "any" "####"
"3612" "aceabc_result.TextGrid" 126 "of" "antud"
"3613" "aceabc_result.TextGrid" 126 "these" "the"
"3614" "aceabc_result.TextGrid" 126 "people" "pepu"
"3615" "aceabc_result.TextGrid" 127 "siis" "siis"
"3616" "aceabc_result.TextGrid" 127 "üldiselt" "üldiselt"
"3617" "aceabc_result.TextGrid" 127 "mul" "mul"
"3618" "aceabc_result.TextGrid" 127 "ongi" "ongi"
"3619" "aceabc_result.TextGrid" 127 "olnud" "olnud"
"3620" "aceabc_result.TextGrid" 127 "nagu" "nagu"
"3621" "aceabc_result.TextGrid" 127 "sellised" "sellised"
"3622" "aceabc_result.TextGrid" 127 "kepisõbrad" "kepisõbrad"
"3623" "aceabc_result.TextGrid" 127 "ja" "ja"
"3624" "aceabc_result.TextGrid" 127 "kuna" "kuna"
"3625" "aceabc_result.TextGrid" 127 "see" "see"
"3626" "aceabc_result.TextGrid" 127 "on" "on"
"3627" "aceabc_result.TextGrid" 127 "kokkulepe" "kokkulepe"
"3628" "aceabc_result.TextGrid" 127 "et" "t"
"3629" "aceabc_result.TextGrid" 127 "on" "on"
"3630" "aceabc_result.TextGrid" 127 "väga" "väga"
"3631" "aceabc_result.TextGrid" 127 "business" "business"
"3632" "aceabc_result.TextGrid" 127 "like" "like"
"3633" "aceabc_result.TextGrid" 127 "siis" "siis"
"3634" "aceabc_result.TextGrid" 128 "suurem" "####"
"3635" "aceabc_result.TextGrid" 128 "osa" "####"
"3636" "aceabc_result.TextGrid" 128 "ajast" "suuremas"
"3637" "aceabc_result.TextGrid" 128 "on" "aas"
"3638" "aceabc_result.TextGrid" 128 "inimesed" "inimesed"
"3639" "aceabc_result.TextGrid" 128 "lihtsalt" "lihtsalt"
"3640" "aceabc_result.TextGrid" 128 "aa" "aa"
"3641" "aceabc_result.TextGrid" 128 "okei" "okei"
"3642" "aceabc_result.TextGrid" 128 "no" "no"
"3643" "aceabc_result.TextGrid" 128 "nii" "nii"
"3644" "aceabc_result.TextGrid" 128 "see" "see"
"3645" "aceabc_result.TextGrid" 128 "käib" "käib"
"3646" "aceabc_result.TextGrid" 128 "nad" "####"
"3647" "aceabc_result.TextGrid" 128 "nagu" "nagu"
"3648" "aceabc_result.TextGrid" 128 "ei" "ei"
"3649" "aceabc_result.TextGrid" 128 "uuri" "uuri"
"3650" "aceabc_result.TextGrid" 128 "seda" "seda"
"3651" "aceabc_result.TextGrid" 128 "et" "et"
"3652" "aceabc_result.TextGrid" 128 "nad" "nad"
"3653" "aceabc_result.TextGrid" 128 "saavad" "saavad"
"3654" "aceabc_result.TextGrid" 128 "aru" "aru"
"3655" "aceabc_result.TextGrid" 128 "kus" "kus"
"3656" "aceabc_result.TextGrid" 128 "on" "on"
"3657" "aceabc_result.TextGrid" 128 "piirangud" "piirangud"
"3658" "aceabc_result.TextGrid" 128 "mis" "mis"
"3659" "aceabc_result.TextGrid" 128 "sobib" "sobib"
"3660" "aceabc_result.TextGrid" 128 "mis" "mis"
"3661" "aceabc_result.TextGrid" 128 "ei" "ei"
"3662" "aceabc_result.TextGrid" 128 "sobi" "sobi"
"3663" "aceabc_result.TextGrid" 128 "mis" "mis"
"3664" "aceabc_result.TextGrid" 128 "üldjuhul" "üldjuhul"
"3665" "aceabc_result.TextGrid" 128 "peab" "peab"
"3666" "aceabc_result.TextGrid" 128 "niikuinii" "niikuinii"
"3667" "aceabc_result.TextGrid" 128 "ini" "####"
"3668" "aceabc_result.TextGrid" 128 "peaks" "peaks"
"3669" "aceabc_result.TextGrid" 128 "niikuinii" "niikuinii"
"3670" "aceabc_result.TextGrid" 128 "inimesed" "inimesed"
"3671" "aceabc_result.TextGrid" 128 "omavahel" "omavahel"
"3672" "aceabc_result.TextGrid" 128 "läbi" "läbi"
"3673" "aceabc_result.TextGrid" 128 "arutama" "arutama"
"3674" "aceabc_result.TextGrid" 128 "et" "####"
"3675" "aceabc_result.TextGrid" 128 "ja" "ja"
"3676" "aceabc_result.TextGrid" 128 "ja" "ja"
"3677" "aceabc_result.TextGrid" 128 "noh" "noh"
"3678" "aceabc_result.TextGrid" 128 "ja" "ja"
"3679" "aceabc_result.TextGrid" 128 "kuna" "kuna"
"3680" "aceabc_result.TextGrid" 128 "see" "see"
"3681" "aceabc_result.TextGrid" 128 "ei" "ei"
"3682" "aceabc_result.TextGrid" 128 "ole" "ole"
"3683" "aceabc_result.TextGrid" 128 "mingisugune" "mingisugune"
"3684" "aceabc_result.TextGrid" 128 "emotsionaalne" "emotsionaalne"
"3685" "aceabc_result.TextGrid" 128 "suhe" "suhe"
"3686" "aceabc_result.TextGrid" 128 "siis" "siis"
"3687" "aceabc_result.TextGrid" 128 "seal" "seal"
"3688" "aceabc_result.TextGrid" 128 "ei" "ei"
"3689" "aceabc_result.TextGrid" 128 "o" "####"
"3690" "aceabc_result.TextGrid" 128 "ei" "ei"
"3691" "aceabc_result.TextGrid" 128 "toimi" "toimi"
"3692" "aceabc_result.TextGrid" 128 "ka" "ka"
"3693" "aceabc_result.TextGrid" 128 "mingisugust" "mingisugust"
"3694" "aceabc_result.TextGrid" 128 "suuri" "suuri"
"3695" "aceabc_result.TextGrid" 128 "vestlusi" "vestlusi"
"3696" "aceabc_result.TextGrid" 128 "ka" "ka"
"3697" "aceabc_result.TextGrid" 128 "mhmh" "####"
"3698" "aceabc_result.TextGrid" 128 "mhmh" "####"
"3699" "aceabc_result.TextGrid" 128 "mhmh" "####"
"3700" "aceabc_result.TextGrid" 129 "võibolla" "võibolla"
"3701" "aceabc_result.TextGrid" 129 "lõpetuseks" "lõpetuseks"
"3702" "aceabc_result.TextGrid" 129 "ma" "ma"
"3703" "aceabc_result.TextGrid" 129 "küsikski" "küsikski"
"3704" "aceabc_result.TextGrid" 129 "et" "####"
"3705" "aceabc_result.TextGrid" 129 "nagu" "nagu"
"3706" "aceabc_result.TextGrid" 129 "võibolla" "võibolla"
"3707" "aceabc_result.TextGrid" 129 "mis" "mis"
"3708" "aceabc_result.TextGrid" 129 "on" "on"
"3709" "aceabc_result.TextGrid" 129 "su" "su"
"3710" "aceabc_result.TextGrid" 129 "lemmikasi" "lemmikasi"
"3711" "aceabc_result.TextGrid" 129 "aseksuaalsuse" "aseksuaalsuse"
"3712" "aceabc_result.TextGrid" 129 "juures" "juures"
"3713" "aceabc_result.TextGrid" 129 "kui" "kui"
"3714" "aceabc_result.TextGrid" 129 "kui" "kui"
"3715" "aceabc_result.TextGrid" 129 "ma" "ma"
"3716" "aceabc_result.TextGrid" 129 "olen" "olen"
"3717" "aceabc_result.TextGrid" 129 "nüüd" "nüüd"
"3718" "aceabc_result.TextGrid" 129 "noh" "####"
"3719" "aceabc_result.TextGrid" 129 "naljaga" "naljaga"
"3720" "aceabc_result.TextGrid" 129 "pooleks" "pooleks"
"3721" "aceabc_result.TextGrid" 129 "siis" "siis"
"3722" "aceabc_result.TextGrid" 129 "ma" "ma"
"3723" "aceabc_result.TextGrid" 129 "saan" "saan"
"3724" "aceabc_result.TextGrid" 129 "olla" "olla"
"3725" "aceabc_result.TextGrid" 129 "ülalolev" "ülalolev"
"3726" "aceabc_result.TextGrid" 129 "et" "et"
"3727" "aceabc_result.TextGrid" 129 "mind" "mind"
"3728" "aceabc_result.TextGrid" 129 "need" "need"
"3729" "aceabc_result.TextGrid" 129 "teie" "teie"
"3730" "aceabc_result.TextGrid" 129 "ihad" "ihad"
"3731" "aceabc_result.TextGrid" 129 "ei" "ei"
"3732" "aceabc_result.TextGrid" 129 "mõjuta" "mõjuta"
"3733" "aceabc_result.TextGrid" 129 "minu" "minu"
"3734" "aceabc_result.TextGrid" 129 "mõistus" "mõistus"
"3735" "aceabc_result.TextGrid" 129 "on" "####"
"3736" "aceabc_result.TextGrid" 129 "puhas" "####"
"3737" "aceabc_result.TextGrid" 129 "ratsionaalne" "####"
"3738" "aceabc_result.TextGrid" 129 "ratsionaalne" "####"
"3739" "aceabc_result.TextGrid" 130 "mis" "mis"
"3740" "aceabc_result.TextGrid" 130 "siis" "siis"
"3741" "aceabc_result.TextGrid" 130 "et" "et"
"3742" "aceabc_result.TextGrid" 130 "ma" "ma"
"3743" "aceabc_result.TextGrid" 130 "just" "just"
"3744" "aceabc_result.TextGrid" 130 "praegu" "praegu"
"3745" "aceabc_result.TextGrid" 130 "tegin" "tegin"
"3746" "aceabc_result.TextGrid" 130 "imelikku" "imelikku"
"3747" "aceabc_result.TextGrid" 130 "imelikke" "imelikke"
"3748" "aceabc_result.TextGrid" 130 "hääli" "hääli"
"3749" "aceabc_result.TextGrid" 130 "kassi" "kassi"
"3750" "aceabc_result.TextGrid" 130 "suunas" "suunas"
"3751" "aceabc_result.TextGrid" 130 "aga" "aga"
"3752" "aceabc_result.TextGrid" 130 "ma" "ma"
"3753" "aceabc_result.TextGrid" 130 "olen" "olen"
"3754" "aceabc_result.TextGrid" 130 "ratsionaalne" "ratsionaalne"
"3755" "aceabc_result.TextGrid" 130 "ja" "ja"
"3756" "aceabc_result.TextGrid" 130 "tõsine" "tõsine"
"3757" "aceabc_result.TextGrid" 130 "selles" "selles"
"3758" "aceabc_result.TextGrid" 130 "kogukonnas" "kogukonnas"
"3759" "aceabc_result.TextGrid" 130 "on" "on"
"3760" "aceabc_result.TextGrid" 130 "reaalselt" "reaalselt"
"3761" "aceabc_result.TextGrid" 130 "head" "head"
"3762" "aceabc_result.TextGrid" 130 "naljad" "naljad"
"3763" "aceabc_result.TextGrid" 131 "ma" "ma"
"3764" "aceabc_result.TextGrid" 131 "ei" "ei"
"3765" "aceabc_result.TextGrid" 131 "tea" "tea"
"3766" "aceabc_result.TextGrid" 131 "see" "see"
"3767" "aceabc_result.TextGrid" 131 "on" "####"
"3768" "aceabc_result.TextGrid" 131 "see" "see"
"3769" "aceabc_result.TextGrid" 131 "on" "on"
"3770" "aceabc_result.TextGrid" 131 "lihtsalt" "lihtsalt"
"3771" "aceabc_result.TextGrid" 131 "osa" "osa"
"3772" "aceabc_result.TextGrid" 131 "elust" "elust"
"3773" "aceabc_result.TextGrid" 131 "nii" "nii"
"3774" "aceabc_result.TextGrid" 131 "et" "et"
"3775" "aceabc_result.TextGrid" 131 "ma" "ma"
"3776" "aceabc_result.TextGrid" 131 "ei" "ei"
"3777" "aceabc_result.TextGrid" 131 "saa" "saa"
"3778" "aceabc_result.TextGrid" 131 "öelda" "öelda"
"3779" "aceabc_result.TextGrid" 131 "et" "et"
"3780" "aceabc_result.TextGrid" 131 "see" "see"
"3781" "aceabc_result.TextGrid" 131 "on" "on"
"3782" "aceabc_result.TextGrid" 131 "midagi" "midagi"
"3783" "aceabc_result.TextGrid" 131 "kuna" "kuna"
"3784" "aceabc_result.TextGrid" 131 "see" "see"
"3785" "aceabc_result.TextGrid" 131 "ei" "ei"
"3786" "aceabc_result.TextGrid" 131 "ole" "ole"
"3787" "aceabc_result.TextGrid" 131 "midagi" "midagi"
"3788" "aceabc_result.TextGrid" 131 "millest" "millest"
"3789" "aceabc_result.TextGrid" 131 "mina" "mina"
"3790" "aceabc_result.TextGrid" 131 "valisin" "valisin"
"3791" "aceabc_result.TextGrid" 131 "siis" "siis"
"3792" "aceabc_result.TextGrid" 131 "ma" "ma"
"3793" "aceabc_result.TextGrid" 131 "ei" "ei"
"3794" "aceabc_result.TextGrid" 131 "saa" "saa"
"3795" "aceabc_result.TextGrid" 131 "öelda" "öelda"
"3796" "aceabc_result.TextGrid" 131 "et" "et"
"3797" "aceabc_result.TextGrid" 131 "see" "see"
"3798" "aceabc_result.TextGrid" 131 "on" "on"
"3799" "aceabc_result.TextGrid" 131 "mu" "mu"
"3800" "aceabc_result.TextGrid" 131 "lemmik" "lemmik"
"3801" "aceabc_result.TextGrid" 131 "osa" "osa"
"3802" "aceabc_result.TextGrid" 131 "ja" "ja"
"3803" "aceabc_result.TextGrid" 131 "see" "see"
"3804" "aceabc_result.TextGrid" 131 "on" "on"
"3805" "aceabc_result.TextGrid" 131 "ja" "ja"
"3806" "aceabc_result.TextGrid" 131 "see" "see"
"3807" "aceabc_result.TextGrid" 131 "mitte" "mitte"
"3808" "aceabc_result.TextGrid" 131 "üldjuhul" "üldjuhul"
"3809" "aceabc_result.TextGrid" 131 "see" "see"
"3810" "aceabc_result.TextGrid" 131 "aseksuaalide" "seksuaalide"
"3811" "aceabc_result.TextGrid" 131 "kogukond" "kogukond"
"3812" "aceabc_result.TextGrid" 131 "vähemalt" "vähemalt"
"3813" "aceabc_result.TextGrid" 131 "see" "see"
"3814" "aceabc_result.TextGrid" 131 "mis" "mis"
"3815" "aceabc_result.TextGrid" 131 "mina" "mina"
"3816" "aceabc_result.TextGrid" 131 "olin" "olin"
"3817" "aceabc_result.TextGrid" 131 "leidnud" "leidnud"
"3818" "aceabc_result.TextGrid" 131 "endale" "endale"
"3819" "aceabc_result.TextGrid" 131 "sellest" "sellest"
"3820" "aceabc_result.TextGrid" 131 "on" "on"
"3821" "aceabc_result.TextGrid" 131 "on" "on"
"3822" "aceabc_result.TextGrid" 131 "hästi" "hästi"
"3823" "aceabc_result.TextGrid" 131 "tore" "tore"
"3824" "aceabc_result.TextGrid" 131 "noh" "noh"
"3825" "aceabc_result.TextGrid" 131 "see" "see"
"3826" "aceabc_result.TextGrid" 131 "on" "on"
"3827" "aceabc_result.TextGrid" 131 "see" "see"
"3828" "aceabc_result.TextGrid" 131 "on" "on"
"3829" "aceabc_result.TextGrid" 131 "hea" "hea"
"3830" "aceabc_result.TextGrid" 131 "kui" "kui"
"3831" "aceabc_result.TextGrid" 131 "sa" "sa"
"3832" "aceabc_result.TextGrid" 131 "leiad" "leiad"
"3833" "aceabc_result.TextGrid" 131 "tõesti" "tõesti"
"3834" "aceabc_result.TextGrid" 131 "selle" "selle"
"3835" "aceabc_result.TextGrid" 131 "õige" "õige"
"3836" "aceabc_result.TextGrid" 131 "sõna" "sõna"
"3837" "aceabc_result.TextGrid" 131 "enda" "enda"
"3838" "aceabc_result.TextGrid" 131 "jaoks" "jaoks"
"3839" "aceabc_result.TextGrid" 131 "ja" "ja"
"3840" "aceabc_result.TextGrid" 131 "sa" "sa"
"3841" "aceabc_result.TextGrid" 131 "leiad" "leiad"
"3842" "aceabc_result.TextGrid" 131 "ka" "ka"
"3843" "aceabc_result.TextGrid" 131 "selle" "selle"
"3844" "aceabc_result.TextGrid" 131 "kogukonna" "kogukonna"
"3845" "aceabc_result.TextGrid" 131 "ja" "ja"
"3846" "aceabc_result.TextGrid" 131 "on" "on"
"3847" "aceabc_result.TextGrid" 131 "on" "on"
"3848" "aceabc_result.TextGrid" 131 "nagu" "nagu"
"3849" "aceabc_result.TextGrid" 131 "kellega" "kellega"
"3850" "aceabc_result.TextGrid" 131 "jagada" "jagada"
"3851" "aceabc_result.TextGrid" 131 "neid" "neid"
"3852" "aceabc_result.TextGrid" 131 "probleeme" "probleeme"
"3853" "aceabc_result.TextGrid" 131 "sellepärast" "sellepärast"
"3854" "aceabc_result.TextGrid" 131 "et" "et"
"3855" "aceabc_result.TextGrid" 131 "nad" "nad"
"3856" "aceabc_result.TextGrid" 131 "saavad" "saavad"
"3857" "aceabc_result.TextGrid" 131 "aru" "aru"
"3858" "aceabc_result.TextGrid" 131 "mhmh" "####"
"3859" "aceabc_result.TextGrid" 131 "mhmh" "####"
"3860" "aceabc_result.TextGrid" 131 "jaa" "####"
"3861" "aceabc_result.TextGrid" 132 "et" "et"
"3862" "aceabc_result.TextGrid" 132 "sa" "sa"
"3863" "aceabc_result.TextGrid" 132 "ei" "ei"
"3864" "aceabc_result.TextGrid" 132 "tunne" "tunne"
"3865" "aceabc_result.TextGrid" 132 "ennast" "ennast"
"3866" "aceabc_result.TextGrid" 132 "üksinda" "üksinda"
"3867" "aceabc_result.TextGrid" 132 "ja" "ja"
"3868" "aceabc_result.TextGrid" 132 "ja" "ja"
"3869" "aceabc_result.TextGrid" 132 "ja" "ja"
"3870" "aceabc_result.TextGrid" 132 "sa" "sa"
"3871" "aceabc_result.TextGrid" 132 "saad" "saad"
"3872" "aceabc_result.TextGrid" 132 "aru" "aru"
"3873" "aceabc_result.TextGrid" 132 "et" "et"
"3874" "aceabc_result.TextGrid" 132 "noh" "noh"
"3875" "aceabc_result.TextGrid" 132 "kui" "kui"
"3876" "aceabc_result.TextGrid" 132 "isegi" "isegi"
"3877" "aceabc_result.TextGrid" 132 "kui" "kui"
"3878" "aceabc_result.TextGrid" 132 "sa" "sa"
"3879" "aceabc_result.TextGrid" 132 "ei" "ei"
"3880" "aceabc_result.TextGrid" 132 "otsustad" "otsustada"
"3881" "aceabc_result.TextGrid" 132 "ei" "ei"
"3882" "aceabc_result.TextGrid" 132 "ma" "ma"
"3883" "aceabc_result.TextGrid" 132 "ei" "ei"
"3884" "aceabc_result.TextGrid" 132 "ole" "ole"
"3885" "aceabc_result.TextGrid" 132 "ebanormaalne" "ebanormaalne"
"3886" "aceabc_result.TextGrid" 132 "kõik" "kõik"
"3887" "aceabc_result.TextGrid" 132 "on" "on"
"3888" "aceabc_result.TextGrid" 132 "nagu" "nagu"
"3889" "aceabc_result.TextGrid" 132 "teisi" "teisi"
"3890" "aceabc_result.TextGrid" 132 "inimesi" "inimesi"
"3891" "aceabc_result.TextGrid" 132 "on" "on"
"3892" "aceabc_result.TextGrid" 132 "ka" "ka"
"3893" "aceabc_result.TextGrid" 132 "isegi" "isegi"
"3894" "aceabc_result.TextGrid" 132 "kui" "kui"
"3895" "aceabc_result.TextGrid" 132 "sa" "sa"
"3896" "aceabc_result.TextGrid" 132 "mõtled" "mõtled"
"3897" "aceabc_result.TextGrid" 132 "et" "####"
"3898" "aceabc_result.TextGrid" 132 "sa" "sa"
"3899" "aceabc_result.TextGrid" 132 "oled" "oled"
"3900" "aceabc_result.TextGrid" 132 "veidi" "veidi"
"3901" "aceabc_result.TextGrid" 132 "ebanormaalse" "ebanormaalse"
"3902" "aceabc_result.TextGrid" 132 "siis" "siis"
"3903" "aceabc_result.TextGrid" 132 "vähemalt" "vähemalt"
"3904" "aceabc_result.TextGrid" 132 "teised" "teised"
"3905" "aceabc_result.TextGrid" 132 "on" "on"
"3906" "aceabc_result.TextGrid" 132 "ka" "ka"
"3907" "aceabc_result.TextGrid" 132 "nii" "nii"
"3908" "aceabc_result.TextGrid" 132 "et" "et"
"3909" "aceabc_result.TextGrid" 132 "sa" "see"
"3910" "aceabc_result.TextGrid" 132 "ei" "ei"
"3911" "aceabc_result.TextGrid" 132 "ole" "ole"
"3912" "aceabc_result.TextGrid" 132 "üksinda" "üksinda"
"3913" "aceabc_result.TextGrid" 132 "selles" "selles"
"3914" "aceabc_result.TextGrid" 132 "paadis" "paadis"
"3915" "aceabc_result.TextGrid" 132 "jaa" "ja"
"3916" "aceabc_result.TextGrid" 133 "võibolla" "võibolla"
"3917" "aceabc_result.TextGrid" 133 "lõpetuseks" "lõpetuseks"
"3918" "aceabc_result.TextGrid" 133 "et" "et"
"3919" "aceabc_result.TextGrid" 133 "kas" "kas"
"3920" "aceabc_result.TextGrid" 133 "on" "on"
"3921" "aceabc_result.TextGrid" 133 "midagi" "midagi"
"3922" "aceabc_result.TextGrid" 133 "millest" "millest"
"3923" "aceabc_result.TextGrid" 133 "me" "me"
"3924" "aceabc_result.TextGrid" 133 "pole" "pole"
"3925" "aceabc_result.TextGrid" 133 "rääkinud" "rääkinud"
"3926" "aceabc_result.TextGrid" 133 "veel" "veel"
"3927" "aceabc_result.TextGrid" 133 "mida" "mida"
"3928" "aceabc_result.TextGrid" 133 "sa" "sa"
"3929" "aceabc_result.TextGrid" 133 "tahaksid" "tahaksid"
"3930" "aceabc_result.TextGrid" 133 "lisada" "lisada"
"3931" "aceabc_result.TextGrid" 134 "vist" "####"
"3932" "aceabc_result.TextGrid" 134 "vist" "vist"
"3933" "aceabc_result.TextGrid" 134 "me" "mis"
"3934" "aceabc_result.TextGrid" 134 "nagu" "maaga"
"3935" "aceabc_result.TextGrid" 134 "katsime" "otsime"
"3936" "aceabc_result.TextGrid" 134 "kõik" "kõik"
"3937" "aceabc_result.TextGrid" 134 "kõik" "kõik"
"3938" "aceabc_result.TextGrid" 134 "põhilised" "põhilised"
"3939" "aceabc_result.TextGrid" 134 "asjad" "asjad"
"3940" "aceabc_result.TextGrid" 134 "ja" "ja"
"3941" "aceabc_result.TextGrid" 135 "laske" "laskenimed"
"3942" "aceabc_result.TextGrid" 136 "tere" "tere"
"3943" "aceabc_result.TextGrid" 136 "tulemast" "tulemast"
"3944" "aceabc_result.TextGrid" 136 "lillasse" "lillasse"
"3945" "aceabc_result.TextGrid" 136 "agendasse" "agendasse"
"3946" "aceabc_result.TextGrid" 136 "see" "see"
"3947" "aceabc_result.TextGrid" 136 "on" "on"
"3948" "aceabc_result.TextGrid" 136 "podcast" "bodkest"
"3949" "aceabc_result.TextGrid" 136 "mis" "mis"
"3950" "aceabc_result.TextGrid" 136 "räägib" "räägib"
"3951" "aceabc_result.TextGrid" 136 "lgbt" "lgbt"
"3952" "aceabc_result.TextGrid" 136 "+" "pluss"
"3953" "aceabc_result.TextGrid" 136 "sõnasupist" "sõnasupist"
"3954" "aceabc_result.TextGrid" 136 "ja" "ja"
"3955" "aceabc_result.TextGrid" 136 "queer" "quer"
"3956" "aceabc_result.TextGrid" 136 "elust" "elust"
"3957" "aceabc_result.TextGrid" 136 "eestis" "eestis"
"3958" "aceabc_result.TextGrid" 137 "tänases" "tänases"
"3959" "aceabc_result.TextGrid" 137 "lilla" "####"
"3960" "aceabc_result.TextGrid" 137 "agenda" "lilleagenda"
"3961" "aceabc_result.TextGrid" 137 "osas" "osas"
"3962" "aceabc_result.TextGrid" 137 "räägime" "räägime"
"3963" "aceabc_result.TextGrid" 137 "me" "me"
"3964" "aceabc_result.TextGrid" 137 "aseksuaalsusest" "aseksuaalsusest"
"3965" "aceabc_result.TextGrid" 137 "ja" "ja"
"3966" "aceabc_result.TextGrid" 137 "selleks" "selleks"
"3967" "aceabc_result.TextGrid" 137 "oleme" "oleme"
"3968" "aceabc_result.TextGrid" 137 "kutsunud" "kutsunud"
"3969" "aceabc_result.TextGrid" 137 "saatesse" "saatesse"
"3970" "aceabc_result.TextGrid" 137 "nika" "nika"
"3971" "aceabc_result.TextGrid" 137 "kalantari" "kalantari"
"3972" "aceabc_result.TextGrid" 137 "tere" "####"
"3973" "aceabc_result.TextGrid" 137 "tere" "####"
"3974" "aceabc_result.TextGrid" 137 "nika" "####"
"3975" "aceabc_result.TextGrid" 137 "tere" "####"
"3976" "aceabc_result.TextGrid" 138 "kas" "kas"
"3977" "aceabc_result.TextGrid" 138 "sa" "sa"
"3978" "aceabc_result.TextGrid" 138 "tahaksid" "tahaksid"
"3979" "aceabc_result.TextGrid" 138 "ennast" "ennast"
"3980" "aceabc_result.TextGrid" 138 "paari" "paari"
"3981" "aceabc_result.TextGrid" 138 "sõnaga" "sõnaga"
"3982" "aceabc_result.TextGrid" 138 "tutvustada" "tutvustada"
"3983" "aceabc_result.TextGrid" 138 "meile" "meile"
"3984" "aceabc_result.TextGrid" 139 "kõlab" "kõlab"
"3985" "aceabc_result.TextGrid" 139 "hästi" "hästi"
"3986" "aceabc_result.TextGrid" 139 "kõlab" "kõlab"
"3987" "aceabc_result.TextGrid" 139 "hästi" "hästi"
"3988" "aceabc_result.TextGrid" 139 "jaa" "ja"
"3989" "aceabc_result.TextGrid" 139 "ja" "ja"
"3990" "aceabc_result.TextGrid" 139 "ja" "ja"
"3991" "aceabc_result.TextGrid" 139 "kuidas" "kuidas"
"3992" "aceabc_result.TextGrid" 139 "nika" "nika"
"3993" "aceabc_result.TextGrid" 139 "sa" "sa"
"3994" "aceabc_result.TextGrid" 139 "ennast" "ennast"
"3995" "aceabc_result.TextGrid" 139 "määratled" "määratled"
"3996" "aceabc_result.TextGrid" 140 "mhmh" "####"
"3997" "aceabc_result.TextGrid" 140 "mhmh" "####"
"3998" "aceabc_result.TextGrid" 140 "et" "et"
"3999" "aceabc_result.TextGrid" 140 "see" "see"
"4000" "aceabc_result.TextGrid" 140 "tegevus" "tegevus"
"4001" "aceabc_result.TextGrid" 140 "on" "on"
"4002" "aceabc_result.TextGrid" 140 "nagu" "nagu"
"4003" "aceabc_result.TextGrid" 140 "nauditav" "nauditav"
"4004" "aceabc_result.TextGrid" 140 "aga" "aga"
"4005" "aceabc_result.TextGrid" 140 "jaa" "####"
"4006" "aceabc_result.TextGrid" 140 "aga" "aga"
"4007" "aceabc_result.TextGrid" 140 "seda" "seda"
"4008" "aceabc_result.TextGrid" 140 "tõmmet" "tõmmet"
"4009" "aceabc_result.TextGrid" 140 "ei" "ei"
"4010" "aceabc_result.TextGrid" 140 "ole" "ole"
"4011" "aceabc_result.TextGrid" 140 "et" "et"
"4012" "aceabc_result.TextGrid" 140 "sa" "sa"
"4013" "aceabc_result.TextGrid" 140 "vaatad" "vaatad"
"4014" "aceabc_result.TextGrid" 140 "vaatad" "vaatad"
"4015" "aceabc_result.TextGrid" 140 "seda" "seda"
"4016" "aceabc_result.TextGrid" 140 "inimest" "inimest"
"4017" "aceabc_result.TextGrid" 140 "ja" "ja"
"4018" "aceabc_result.TextGrid" 140 "siis" "siis"
"4019" "aceabc_result.TextGrid" 140 "sul" "sul"
"4020" "aceabc_result.TextGrid" 140 "on" "on"
"4021" "aceabc_result.TextGrid" 140 "nagu" "nagu"
"4022" "aceabc_result.TextGrid" 140 "mingisugune" "mingisugune"
"4023" "aceabc_result.TextGrid" 140 "iha" "iha"
"4024" "aceabc_result.TextGrid" 140 "tekib" "tekib"
"4025" "aceabc_result.TextGrid" 140 "jah" "####"
"4026" "aceabc_result.TextGrid" 140 "seda" "seda"
"4027" "aceabc_result.TextGrid" 140 "ei" "ei"
"4028" "aceabc_result.TextGrid" 140 "ole" "ole"
"4029" "aceabc_result.TextGrid" 141 "selge" "selge"
"4030" "aceabc_result.TextGrid" 141 "selge" "selge"
"4031" "aceabc_result.TextGrid" 141 "jaa" "ja"
"4032" "aceabc_result.TextGrid" 141 "infodump" "infotamp"
"4033" "aceabc_result.TextGrid" 142 "ühesõnaga" "ühesõnaga"
"4034" "aceabc_result.TextGrid" 142 "aseksuaalsus" "aseksuaalsus"
"4035" "aceabc_result.TextGrid" 142 "aseksuaalne" "aseksuaalne"
"4036" "aceabc_result.TextGrid" 142 "see" "see"
"4037" "aceabc_result.TextGrid" 142 "on" "on"
"4038" "aceabc_result.TextGrid" 142 "päris" "päris"
"4039" "aceabc_result.TextGrid" 142 "pikk" "pikk"
"4040" "aceabc_result.TextGrid" 142 "väljend" "väljend"
"4041" "aceabc_result.TextGrid" 142 "et" "####"
"4042" "aceabc_result.TextGrid" 142 "kas" "kas"
"4043" "aceabc_result.TextGrid" 142 "eesti" "eesti"
"4044" "aceabc_result.TextGrid" 142 "keeles" "keeles"
"4045" "aceabc_result.TextGrid" 142 "võiks" "võiks"
"4046" "aceabc_result.TextGrid" 142 "ka" "ka"
"4047" "aceabc_result.TextGrid" 142 "kasutada" "kasutada"
"4048" "aceabc_result.TextGrid" 142 "sõna" "sõna"
"4049" "aceabc_result.TextGrid" 142 "sõna" "sõna"
"4050" "aceabc_result.TextGrid" 142 "äss" "äss"
"4051" "aceabc_result.TextGrid" 142 "või" "või"
"4052" "aceabc_result.TextGrid" 142 "see" "see"
"4053" "aceabc_result.TextGrid" 142 "on" "on"
"4054" "aceabc_result.TextGrid" 142 "kuidagi" "kuidagi"
"4055" "aceabc_result.TextGrid" 142 "imelik" "imelik"
"4056" "aceabc_result.TextGrid" 143 "ässad" "ässad"
"4057" "aceabc_result.TextGrid" 143 "see" "see"
"4058" "aceabc_result.TextGrid" 143 "on" "on"
